retention_in_hour,count
37,70
78,98
152,19
158,67
33,776
34,910
35,151
36,295
39,505
40,599
41,293
49,377
51,212
52,471
55,985
73,111
75,112
79,655
80,316
102,116
103,917
104,267
105,494
106,388
120,907
130,395
145,203
0,213583
25,2764
30,3124
31,9963
32,4007
42,1599
43,3101
44,5476
45,2646
46,7754
47,3381
50,2567
53,8002
54,2421
56,4458
57,1101
58,1090
60,6148
61,7671
72,1545
77,1210
81,3536
82,7492
84,9780
85,8872
101,3307
10,58695
108,5975
109,7403
1,148924
11,72942
12,89397
129,5501
144,1127
153,2910
154,7151
156,5134
157,1573
15,81953
159,1407
161,9472
164,4603
165,7170
17,84374
18,80570
19,64142
22,95569
2,305994
23,39667
27,42989
29,10267
3,254019
38,26100
59,13372
62,63740
63,66400
64,64235
65,56204
66,42752
67,14745
68,25917
69,12377
70,22063
71,11489
74,97003
83,20701
86,63687
87,66784
88,93850
89,66245
90,58661
91,28701
92,43910
93,19643
94,28360
95,23374
96,42865
97,50833
9,882370
99,51279
107,13101
110,37886
111,70016
112,85092
114,89894
115,21236
116,26374
117,12614
118,29568
119,30205
121,17296
13,112579
131,13037
132,19247
133,59854
134,55313
135,90201
136,95139
139,58927
140,28636
141,11946
14,146527
142,21915
143,12547
155,36461
160,30206
16,100979
162,13070
163,12872
166,26666
167,12986
20,170911
21,101343
24,595975
26,123599
28,192585
48,219306
6,7475746
7,5446681
76,185876
98,150077
100,196253
113,115398
122,972192
124,578155
125,110819
126,354689
127,145919
128,106971
137,120003
138,111323
4,10302498
5,10084941
8,12587233
123,1358476
146,8285400
147,7121569
148,7263192
149,6098972
150,7403987
151,10166492
