retention_in_hour,count
67,60
79,55
83,80
131,54
140,13
143,28
144,14
154,24
159,39
31,461
32,204
33,605
35,569
36,542
37,190
39,866
41,322
42,236
43,281
45,580
47,399
49,362
50,542
0,52531
53,859
54,831
5,4907
55,437
56,142
57,322
58,966
59,620
60,328
61,187
6,4218
65,158
68,691
69,342
70,110
72,389
73,552
7,6746
78,401
82,140
84,214
8,4388
87,476
10,4730
11,6707
121,724
12,2150
130,105
13,5753
141,397
142,277
14,2521
145,374
150,285
1,52148
15,2153
155,324
156,115
160,175
16,1983
162,354
163,135
164,346
166,280
17,5216
18,1458
19,2356
20,1670
22,2084
24,3875
25,1056
26,3239
27,3707
28,7413
29,1173
3,15964
34,2137
38,1870
40,4929
4,11382
44,1468
46,4107
48,5921
51,2653
52,1518
62,1456
63,1250
64,6258
66,3372
71,8360
75,7245
76,2633
77,1847
80,1140
81,1165
85,1419
86,7334
88,8794
89,5354
90,4932
9,11398
91,4085
92,4060
93,2552
94,9603
95,8051
96,3155
99,3583
100,3392
101,8504
102,2221
103,1472
104,1769
105,1767
106,1531
107,5416
108,1464
109,1722
110,3371
111,1733
112,2065
114,4943
115,1758
116,1718
117,1616
118,2320
120,1314
123,4032
124,3994
125,2897
126,3830
127,4685
129,2224
132,4722
134,8209
135,6825
136,8563
139,4165
147,9651
148,1020
149,5114
151,1459
152,9474
153,5868
157,1012
158,1485
161,2875
165,1187
167,4290
21,10322
2,124568
23,12308
97,10587
113,13576
119,12850
128,10120
133,11559
137,12803
138,14297
30,209057
74,101188
98,103887
122,103700
146,101952
